text,label
Piłkarska Ekstraklasa: ŁKS Łódź - Lechia Gdańsk. Bezbramkowy remis,__label__1
Ekstraklasa piłkarska: Arka - Jagiellonia 0:3,__label__1
Nowy sezon Ekstraklasy. Kogo nie zobaczymy na ligowych boiskach?,__label__1
David Trezeguet prowadził auto po pijanemu. Awanturował się z policjantami,__label__1
Piłkarska Liga Europy: Cracovia odpadła. Piast Legia i Lechia zagrają w 2. rundzie,__label__1
Rusza nowy sezon PKO Ekstraklasy. Będzie sporo zmian,__label__1
Formuła 1: Fernando Alonso nie myśli o powrocie,__label__1
Aktywny urlop czyli jak zacząć się ruszać w wakacje. I nie zrobić sobie… krzywdy,__label__1
Piłkarska Liga Europy. Legia awansowała do 2. rundy eliminacji,__label__1
Piłkarska Liga Europy. Cracovia odpadła w 1. rundzie eliminacji,__label__1
Protest pracowników Ruchu Chorzów. Nie dostają pensji od kilku miesięcy,__label__1
Tour de France: Pierwszy etap w Pirenejach dla Yatesa,__label__1
Widowiskowy sitwake już w sobotę pod Warszawą!,__label__1
Rosyjski siatkarz obraża Polaków. Reakcja PZPS,__label__1
Piłkarska LM. Fornalik: Nie byliśmy słabsi ale rywal skuteczniejszy,__label__1
Trener ŁKS-u: Chcemy grać tak jak w 1. lidze. Ofensywnie tworząc widowiska dla kibiców,__label__1
Dwa dni emocji dla kibiców wyścigów. 11. Wyścig Górski Limanowa – Przełęcz Pod Ostrą,__label__1
Piast - BATE 1:2. Gliwiczanie za burtą Ligi Mistrzów. Zdecydowało ostatnie 10 minut...,__label__1
Smarzek: Nie wyobrażam sobie że zabraknie nas w Tokio,__label__1
"Zemsta Neptuna" z RMF FM… W weekend biegamy w Gdyni!,__label__1
Piłkarska LM: Piast Gliwice wierzy w zwycięstwo,__label__1
Spędził w wodzie prawie 33 godziny przepłynął 79 km. Gajewski zrezygnował z pobicia rekordu świata,__label__1
Bednorz o medalu Ligi Narodów: To nagroda za ciężką pracę,__label__1
Fornalik przed rewanżem z BATE: Spodziewam się twardego pojedynku,__label__1
Rafał Sonik wygrał Silk Way Rally. "Każdy z nas potraktował ten rajd jak Dakar",__label__1
Polskie siatkarki szykują się do walki o Tokio. Mieliśmy dla Was bilety VIP na turniej w Ostrowcu!,__label__1
Były norweski skoczek narciarski Bjoern Einar Romoeren ma raka,__label__1
Paweł Brożek podpisał kontrakt z Wisłą Kraków,__label__1
Bartosz Rymaniak: Nie przyszedłem tutaj żeby popatrzeć jak Piast gra,__label__1
Pustynia Gobi zbiera żniwo wypadek Arkadiusz Lindnera,__label__1
Pięciu siatkarzy grających w Final Six dołączy do kadry w Zakopanem,__label__1
Rajd Elektreny okiem kamery. Tak ściga się na litewskich szutrach!,__label__1
Piękny gest Jakuba Bednaruka. Medal siatkarzy trafił na licytację,__label__1
24-godzinny trening na Kopcu Kościuszki w Krakowie [W PIGUŁCE],__label__1
Liga Narodów siatkarzy: Bartosz Bednorz znalazł się w Drużynie Marzeń,__label__1
IMP na żużlu - czwarty tytuł Janusza Kołodzieja,__label__1
Liga Narodów siatkarzy: Rosja triumfuje,__label__1
Liga Narodów: Polscy siatkarze z brązem. Na meczu zabrakło Vitala Heynena,__label__1
Niemal pięć godzin boju gigantów. Djokovic wygrywa Wimbledon,__label__1
Dziennikarze wyjawili jego tajemnicę. Trener Bologny wściekły,__label__1
Tour de France: Poważny wypadek kolarza z grupy CCC,__label__1
Formuła 1: Robert Kubica 15. na torze Silverstone,__label__1
Biathlonistka Kamila Żuk: Bardzo mocno trenujemy. Wierzę że przede mną dobry sezon,__label__1
Lechia wygrywa z Piastem i zdobywa Superpuchar Polski,__label__1
Liga Narodów. Polska przegrywa z Rosją. O 3. miejsce zagramy z Brazylią,__label__1
Rajdowe MP: Mikołaj Marczyk triumfuje na Litwie,__label__1
Formuła 1: Bottas z pole position na Silverstone. Kubica najwolniejszy w kwalifikacjach,__label__1
Simona Halep triumfuje w Wimbledonie! Pokonała Serenę Williams,__label__1
Ewa Swoboda: Nie podjęłam jeszcze decyzji ws. startu w mistrzostwach świata,__label__1
Formuła 1: Kubica ostatni na treningu na Silverstone. Najszybszy Leclerc,__label__1
Kamil Grosicki zmieni klub? Nie pojechał na zgrupowanie,__label__1
Rajd Elektreny: Miko Marczyk liderem po porannej pętli!,__label__1
Kacper Wróblewski miał wypadek na trasie Rajdu Elektreny. Nie jedzie dalej,__label__1
Rosja przeciwnikiem Polski w półfinale Ligi Narodów,__label__1
Piotr Lisek z kolejnym rekordem Polski. Niesamowita radość skoczka,__label__1
Wimbledon: 25. wielkoszlemowy finał broniącego tytułu Djokovica,__label__1
Wimbledon 2019: Federer lepszy w starciu gigantów,__label__1
RSMP: Dobry początek Marczyka na Litwie,__label__1
Pietrowski przed Superpucharem: Trener już zapowiedział że mogą być rotacje,__label__1
Silk Way Rally: Mongolski „wielki szlem” Sonika,__label__1
Transferowy hit stał się faktem. Griezmann w Barcelonie,__label__1
Włodarczyk: Jeśli będę zdrowa i w formie to polecę do Dauhy,__label__1
Fornalik: Superpuchar ważny ale ważniejsza LM,__label__1
F1: Bottas najszybszy na drugim treningu Kubica przed Russellem,__label__1
Anita Włodarczyk może opuścić MŚ. Trener: Po poniedziałkowym zabiegu będziemy mądrzejsi,__label__1
Damian Dacewicz: Siatkarzy świetnie się ogląda. Jako były środkowy wyróżniłbym Norberta Hubera,__label__1
Norbert Huber po zwycięstwie nad Iranem: "W półfinale niech gra z nami kto chce",__label__1
Legia dopisała kolejny wynik do listy europejskich wpadek,__label__1
RSMP: Przed nami sprinterskie szutry na Litwie,__label__1
Vukovic po wstydliwej wpadce Legii z wicemistrzem Gibraltaru: Rywal pokazał wielki charakter,__label__1
Polska w półfinale siatkarskiej Ligi Narodów!,__label__1
Liga Europy: Cracovia remisuje na wyjeździe,__label__1
Liga Europy: Kłopotliwa wpadka Legii,__label__1
Kubica odejdzie z Williamsa? Szefowa zespołu dementuje plotki,__label__1
Oficjalnie: Vital Heynen szkoleniowcem Perugii,__label__1
Szymon Gospodarczyk o Rajdzie Elektreny: „Mamy miłe wspomnienia sprzed roku”,__label__1
Silk Way Rally na półmetku przewaga Sonika rośnie,__label__1
Legia i Cracovia rozpoczynają drogę do Ligi Europy,__label__1
Brazylia - Polska w Final Six: Biało-czerwoni triumfują w rezerwowym składzie!,__label__1
Szwedzka federacja piłkarska oskarżona o dyskryminację. Chodzi o premie,__label__1
Federer odniósł 100. zwycięstwo na Wimbledonie. W półfinale zagra z Nadalem,__label__1
BATE Borysów - Piast Gliwice. Mistrz Polski remisuje na Białorusi,__label__1
Sensacja na Wimbledonie. Williams i Murray odpadli,__label__1
Sagan wygrywa piąty etap Tour de France. Teraz peleton wjeżdża w góry,__label__1
Inter i AC Milan chcą budować wspólnie nowy stadion,__label__1
Wimbledon 2019. Djokovic melduje się w półfinale,__label__1
Final Six Ligi Narodów: Czy drugi garnitur wystarczy na Brazylię?,__label__1
Jakub Błaszczykowski zostaje w Wiśle Kraków,__label__1
Silk Way Rally: Sonik lawirował w kurzu ciężarówek,__label__1
Piast Gliwice rozpoczyna przygodę z Ligą Mistrzów!,__label__1
Łukasz Lonka nie żyje. Motocrossowy mistrz Polski miał 29 lat,__label__1
Łukasz Kubot po porażce w Wimbledonie: Trzeba zostać na ziemi i wyciągnąć wnioski,__label__1
Łukasz Kubot w parze z Marcelo Melo odpadli z Wimbledonu,__label__1
Tour de France: Po sprinterskim finiszu wygrywa Viviani,__label__1
Duże zainteresowanie biletami na Euro 2020. 14 milionów chętnych,__label__1
Malwina Kopron: Ten rok dla lekkoatletów to wyzwanie,__label__1
Rafał Sonik rozpoczął "podbój" Mongolii,__label__1
Dominika Kasieczko o Red Bull X-Alps: Jest ogromny niedosyt. To nie jest moje ostatnie słowo,__label__1
Dziczek: Chcemy wygrać z BATE. Nie możemy się bać,__label__1
Vital Heynen ujawnił skład na finałowy turniej Ligi Narodów,__label__1
Złoty medal Konrada Bukowieckiego na Uniwersjadzie,__label__1
Neymar nie stawił się na trening PSG. „Podejmiemy odpowiednie działania”,__label__1
Łukasz Kubot awansował do ćwierćfinału Wimbledonu,__label__1
Piłkarska LM: Białoruski BATE czeka na Piasta,__label__1
Tour de France: Alaphilippe wygrał trzeci etap i został liderem,__label__1
To może być hitowy transfer. Matthijs de Ligt o krok od Juventusu,__label__1
Wimbledon: Serena Williams i Rafael Nadal w ćwierćfinale,__label__1
Mamed Chalidow wznawia karierę. "Powrócę tam gdzie moje miejsce",__label__1
SWR: Etapowe zwycięstwo Sonika dwóch Polaków na czele,__label__1
„Nie umie przegrywać nie szanuje innych”. Mocne słowa trenera Tite o Messim,__label__1
Copa America: Brazylia triumfowała po raz dziewiąty,__label__1
Zagumny i Gołota wśród osób uhonorowanych w Alei Gwiazd Sportu we Władysławowie,__label__1
Tour de France: Ekipa Jumbo-Visma wygrała drużynówkę,__label__1
Sonik o starcie Silk Way Rally: Tajga zaserwowała nam błotne kąpiele,__label__1
Niezwykły rekord Federera. Wygrał 350 meczów w Wielkim Szlemie,__label__1
Kacper Wróblewski: Od Rajdu Elektreny ruszymy z walką o jak najwyższe miejsce,__label__1
Argentyna wygrywa mecz o 3. miejsce Copa America. Messi z czerwoną kartką,__label__1
24-godzinny trening RMF4RT Gladiators i RMF4RT OCR zakończony sukcesem!,__label__1
Tour de France: Mike Teunissen pierwszym liderem,__label__1
Marcin Bułka został piłkarzem Paris Saint-Germain,__label__1
Wimbledon: Magda Linette przegrała z Petrą Kvitovą,__label__1
Hit transferowy w NBA: Kawhi Leonard przechodzi co Clippers,__label__1
Prezydent Barcelony: Nie ma tematu powrotu Neymara,__label__1
Protest po walce Głowacki-Bredis. Federacja podjęła decyzję,__label__1
Mieliśmy dla Was rowerowe gadżety!,__label__1
117 lekkoatletów rosyjskich może występować pod neutralną flagą,__label__1
Natalia Maliszewska: Nic nie zastąpi treningów na lodzie,__label__1
Hurkacz po meczu z Djokovicem: Porażka boli bo mogłem pokonać Serba,__label__1
Piotr Lisek pobił rekord Polski w skoku o tyczce. „To jeden z najlepszych dni w moim życiu”,__label__1
Sky: Robert Lewandowski zostaje w Bayernie. Przedłuży kontrakt do 2023 roku,__label__1
Wimbledon - Kubot w 1/8 finału debla po kolejnym trudnym meczu,__label__1
Postawił się wielkiemu Novakowi Djokoviciowi: Widowiskowy pojedynek Huberta Hurkacza na Wimbledonie!,__label__1
?Przemysław Niemiec: Tour de France to jest naprawdę specyficzny wyścig,__label__1
Rekordowa kara dla tenisisty z Australii za mecz podczas Wimbledonu,__label__1
Rewolucja w PSG. Klub już nie kupuje gwiazd,__label__1
Wicemistrz olimpijski skazany za handel narkotykami,__label__1
Wimbledon: Linette pokonała Anisimową i awansowała do trzeciej rundy turnieju!,__label__1
Arjen Robben nieoczekiwanie zakończył karierę,__label__1
Sensacja na Wimbledonie. Angelique Kerber odpadła w drugiej rundzie,__label__1
Maciej Giemza szykuje się do startu w Rajdzie Silk Way,__label__1
Liga Narodów: Polskie siatkarki odpadły z turnieju,__label__1
Oficjalnie: Frank Lampard nowym trenerem Chelsea,__label__1
Piłkarskie MŚ. Holenderki rywalkami Amerykanek w finale,__label__1
15-letnia Gauff nie przestaje zaskakiwać. Awansowała do trzeciej rundy Wimbledonu,__label__1
Hurkacz: Trzeci set bardzo dużo mi dał a Mayerowi podciął skrzydła,__label__1
Wimbledon: Niełatwa przeprawa najwyżej rozstawionego Kubota w 1. rundzie debla,__label__1
Wimbledon: Hubert Hurkacz awansował do trzeciej rundy turnieju,__label__1
Polacy wracają do kraju po zdobyciu Nanda Devi East. "Na szczycie spędziliśmy niecałą godzinę",__label__1
Wimbledon: Z Polaków w mikście tylko Rosolska Andy Murray z Sereną Williams,__label__1
Wimbledon: Linette odpadła w pierwszej rundzie debla,__label__1
Tragiczny finał zawodów MTB. Zginęło dwóch kolarzy,__label__1
Tokio: Stadion olimpijski prawie gotowy. Zobacz zdjęcia,__label__1
Turniej finałowy Ligi Narodów: Polki pokonane przez USA,__label__1
Andrzej Bargiel: Niedługo ogłoszę cel swojej kolejnej wyprawy,__label__1
Ronaldo trenuje pod okiem wicemistrza olimpijskiego w sprincie,__label__1
Kamil Grosicki zmieni klub? Jest zbyt dużym obciążeniem dla Hull,__label__1
Piłkarskie mistrzostwa świata kobiet. Amerykanki zagrają w finale,__label__1
Messi nie pomógł. Brazylia w finale Copa America,__label__1
Wimbledon: Awans Nadala do drugiej rundy,__label__1
Wimbledon: Awans Sereny Williams krecz Szarapowej,__label__1
Wimbledon: Federer wygrał w czterech setach w pierwszej rundzie,__label__1
Wimbledon: Magda Linette awansowała do drugiej rundy turnieju,__label__1
Reprezentant Polski potrącony na przejściu dla pieszych,__label__1
Nie żyje Tyler Skaggs. Baseballista zmarł tuż przed meczem,__label__1
Staniucha-Szczurek przed finałem kobiecej Ligi Narodów: Możemy sprawić niespodziankę,__label__1
Media: Neymar jedną nogą w nowym klubie. Dziś finalizacja hitowego transferu,__label__1
Sensacja na Wimbledonie. 15-letnia tenisistka pokonała Venus Williams,__label__1
Wimbledon: Porażka Majchrzaka w pierwszej rundzie turnieju,__label__1
Wimbledon: Hurkacz awansował do drugiej rundy turnieju,__label__1
Iga Świątek: Czułam się beznadziejnie. To nie był mój dzień,__label__1
Dramatyczny wypadek Karola Domagalskiego. Ruszyła zbiórka na leczenie i rehabilitację,__label__1
Wimbledon: Iga Świątek odpadła w pierwszej rundzie,__label__1
Iker Casillas po zawale szykuje się do nowego sezonu,__label__1
Bartosz Kurek nie wystąpi w kwalifikacjach olimpijskich siatkarzy,__label__1
Przemysław Zamojski: Koszykówka 3x3 to dla mnie świetna odskocznia. Możliwość przewietrzenia głowy,__label__1
Bartosz Kurek może nie zagrać do końca sezonu,__label__1
Liga Narodów siatkarzy: Polska pewnie pokonuje Portugalię,__label__1
Dawid Kownacki na dłużej zawodnikiem Fortuny Dusseldorf,__label__1
GP Austrii: Spektakularne zwycięstwo Verstappena. Kubica ostatni,__label__1
Wyróżnienie dla Krychowiaka. Został najlepszym pomocnikiem ligi,__label__1
Aleksiej Łukjaniuk triumfuje w 76. Rajdzie Polski,__label__1
Wimbledon: Wiemy kiedy na kort wyjdą Polacy,__label__1
Rajd Polski: Łukjaniuk nadal liderem. Kłopoty Marczyka,__label__1
Maciej Sulęcki pokonany przez Demetriusa Andrade. "Brakowało mi pomysłu",__label__1
Igrzyska Europejskie: Maksel z brązowym medalem na torze kolarskim,__label__1
Liga Narodów: Polscy siatkarze pokonali Niemców w Lipsku!,__label__1
Aleksiej Łukjaniuk liderem 76. Rajdu Polski. Wygrał 7 z 8 OS-ów,__label__1
Igrzyska Europejskie. Złoty medal Koszewskiej w boksie,__label__1
Ekstraklasa. Michał Żyro w Koronie Kielce,__label__1
Grand Prix Austrii: Kubica odpadł z rywalizacji,__label__1
Neymar trafi do więzienia? Śledczy żądają dla niego 2 lat kary,__label__1
Igrzyska Europejskie. Brązowy medal polskich tenisistek stołowych,__label__1
Rajd Polski: Aleksiej Łukjaniuk liderem,__label__1
Liga Narodów. Polacy bliżej Final Six,__label__1
Copa America. Chilijczycy spóźnili się na ćwierćfinał awansowali dalej,__label__1
Liga Narodów: Polscy siatkarze pokonują Japonię,__label__1
Rajd Polski: Huttunen pierwszym liderem,__label__1
Media: Krystian Bielik chce odejść z Arsenalu,__label__1
Kubica ostatni na pierwszym treningu przed Grand Prix Austrii,__label__1
Wimbledon 2019: Wiemy z kim zmierzą się polscy tenisiści,__label__1
Liga Europejska nie dla Krzysztofa Piątka. AC Milan nie wystąpi w rozgrywkach,__label__1
Trening od wschodu do zachodu słońca z RMF4RT Gladiators!,__label__1
Alejandro Valverde przedłużył kontrakt z ekipą Movistar do 2021 r.,__label__1
Awans po 12 latach! Brazylia w półfinale Copa America!,__label__1
Świderski przed turniejem w Lipsku: To my będziemy swoim największym wrogiem,__label__1
Rusza 76. Rajd Polski!,__label__1
Włoskie media: Kubica ma gorszy bolid niż Russell,__label__1
Igrzyska Europejskie. Kolejne dwa medale dla Polski!,__label__1
Spektakularna bramka Rooneya. Strzał z ponad 60 metrów,__label__1
Afera w Polskim Związku Kolarskim. Były trener kadry z zarzutami,__label__1
Na kortach zadebiutował syn legendarnego Bjoerna Borga,__label__1
Michał Koj: Lekarz mi powiedział że otarłem się o śmierć,__label__1
Puchar Narodów Afryki: Nigeria jako pierwsza pewna awansu,__label__1
Vital Heynen podał skład na ostatni turniej Ligi Narodów,__label__1
Paweł Woicki wybrał dwunastu siatkarzy na uniwersjadę w Neapolu,__label__1
76. Rajd Polski: Dziś pierwszy dzień zapoznania z trasą,__label__1
Igrzyska Europejskie 2019. Złoty medal Tomasza Kaczora,__label__1
Liga Narodów. Wołosz: Stać nas na sprawienie niespodzianki,__label__1
James Rodriguez zmieni drużynę? Włoski klub czeka w napięciu,__label__1
Ruch Chorzów szuka piłkarzy z ogłoszenia. „Nie każdy może się u nas sprawdzić”,__label__1
Michał Przysiężny kończy sportową karierę,__label__1
Dyrektor techniczny odchodzi z teamu Roberta Kubicy,__label__1
PZM 76. Rajd Polski: Nie tylko "generalka",__label__1
Łukasz Habaj powalczy o utrzymanie prowadzenia w Rajdowych Mistrzostwach Europy,__label__1
Igrzyska olimpijskie 2026: Mediolan i Cortina d'Ampezzo gospodarzami,__label__1
F1: Rekordowy pit stop Roberta Kubicy,__label__1
Aleksandar Vuković: Na treningach widzę pełne zaangażowanie,__label__1
Skandal na MŚ kobiet w piłce nożnej: Kamerunki chciały zejść z boiska i pluły na rywalki,__label__1
Ranking WTA: Świątek najwyżej w karierze Barty liderką,__label__1
Rajd Polski tuż tuż...,__label__1
Polka rekordzistką w freedivingu: 4 min i 5 sek na jednym oddechu,__label__1
Kacper Wróblewski przed Rajdem Polski: Nie myślę o wypadku z zeszłego roku,__label__1
Siatkarska Liga Narodów: Polacy wygrali z Włochami 3:2,__label__1
Biało-czerwoni wrócili do kraju. Kownacki: Koniec pewnego etapu,__label__1
Formuła 1: Kolejne zwycięstwo Hamiltona. Kubica 18. w zestawieniu,__label__1
Boniek po meczu Polska-Hiszpania: Akumulatory były wyładowane,__label__1
Dani Alves opuszcza Paris Saint-Germain,__label__1
Chcesz biegać? Zacznij swoją przygodę z RMF4RT Gladiators!,__label__1
Już w piątek rusza 76. Rajd Polski. "Wszystko jest gotowe",__label__1
Czesław Michniewicz o kadrze U-21: "To kwestia czasu gdy ci chłopcy zostaną docenieni",__label__1
